"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3931468";"";"None";"472.55";"0";"2.61";"BDBM246070";"CN(c1ncc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)cc1C#N)C1CCOC1";"IC50";"'<'";"100.0";"nM";"";"";"429153";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3917806";"";"None";"490.54";"0";"2.54";"BDBM246082";"N#Cc1nc(-c2ccnc(Nc3ccc(OCCN4CC[C@H](F)C4)nc3)n2)ccc1N1CC[C@H](O)C1";"IC50";"'<'";"100.0";"nM";"";"";"429165";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3125736";"";"None";"374.40";"0";"4.04";"5";"CNc1c(-c2ccc(C(=O)O)cc2)cnc2[nH]c(-c3ccc(OC)cc3)nc12";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"15.34";"0.28";"1.70";"5.74";"0";"CHEMBL3132514";"Inhibition of recombinant full-length TBK1 (unknown origin) using CK1tide as substrate by microfluidic mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL4284757";"";"None";"362.39";"0";"3.15";"168";"Nc1nc2oc3ccc(C4CCCCC4)cc3c(=O)c2cc1-c1nn[nH]n1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"15.79";"0.29";"2.57";"4.63";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4281039";"";"None";"296.28";"0";"2.65";"107";"C=C(C)c1ccc2c(=O)c3cc(C(=O)O)c(N)nc3oc2c1";"IC50";"'='";"2290.87";"nM";"5.64";"";"";"UO_0000065";"19.04";"0.35";"2.99";"5.30";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL2207190";"";"None";"425.53";"0";"4.40";"15c";"O=C(NCCCNc1nc(NCc2ccc(F)cc2)ncc1C1CC1)c1cccs1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213811";"Inhibition of TBK1 by radiometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203069";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL4277614";"";"None";"296.28";"0";"2.65";"105";"C=C(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"19.87";"0.37";"3.24";"5.53";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4281039";"";"None";"296.28";"0";"2.65";"107";"C=C(C)c1ccc2c(=O)c3cc(C(=O)O)c(N)nc3oc2c1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"19.03";"0.35";"2.99";"5.30";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4288939";"";"None";"298.30";"0";"2.75";"108";"CC(C)c1cccc2oc3nc(N)c(C(=O)O)cc3c(=O)c12";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"19.98";"0.37";"3.21";"5.60";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4284443";"";"None";"316.29";"0";"2.88";"109";"CC(C)c1cc2c(=O)c3cc(C(=O)O)c(N)nc3oc2cc1F";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"20.23";"0.38";"3.52";"6.01";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL4292344";"";"None";"314.27";"0";"2.79";"110";"C=C(C)c1cc2c(=O)c3cc(C(=O)O)c(N)nc3oc2cc1F";"IC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"19.42";"0.36";"3.31";"5.73";"0";"CHEMBL4276010";"Inhibition of human TBK1 (1 to 657 residues) expressed in Baculovirus infected SF9 insect cells using myelin basic protein as substrate in presence of [gamma-33P]-ATP by radiometric kinase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270652";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";""
"CHEMBL3125722";"";"None";"520.62";"1";"4.56";"24";"COc1ccc(-c2nc3c(NCCCNC(=O)C4CCCC4)c(-c4nc(C(=O)O)cs4)cnc3[nH]2)cc1";"IC50";"'='";"2170.0";"nM";"5.66";"";"";"UO_0000065";"10.88";"0.21";"1.10";"3.99";"0";"CHEMBL3132510";"Inhibition of TBK1 in HEK293 cells after 4.5 hrs by ISRE-luciferase reporter gene assay in presence of poly I:C";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";""
"CHEMBL3125728";"";"None";"420.54";"1";"5.14";"18";"COc1ccc(-c2nc3cc(-c4csc(C(=O)NCCC(C)C)c4)cnc3[nH]2)cc1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"16.90";"0.32";"1.97";"8.90";"0";"CHEMBL3132510";"Inhibition of TBK1 in HEK293 cells after 4.5 hrs by ISRE-luciferase reporter gene assay in presence of poly I:C";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";""
"CHEMBL3125726";"";"None";"420.54";"1";"5.14";"20";"COc1ccc(-c2nc3cc(-c4csc(C(=O)NCC(C)(C)C)c4)cnc3[nH]2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"17.89";"0.34";"2.38";"9.42";"0";"CHEMBL3132510";"Inhibition of TBK1 in HEK293 cells after 4.5 hrs by ISRE-luciferase reporter gene assay in presence of poly I:C";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";""
"CHEMBL3125734";"";"None";"349.42";"0";"4.56";"12";"COc1ccc(-c2nc3cc(-c4csc(C(C)=O)c4)cnc3[nH]2)cc1";"IC50";"'='";"1780.0";"nM";"5.75";"";"";"UO_0000065";"16.45";"0.31";"1.19";"8.47";"0";"CHEMBL3132510";"Inhibition of TBK1 in HEK293 cells after 4.5 hrs by ISRE-luciferase reporter gene assay in presence of poly I:C";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";""
"CHEMBL2011936";"";"None";"472.39";"0";"4.50";"4";"COc1ccc(-c2nc3c(NCCCNC(=O)C4CCCC4)c(Br)cnc3[nH]2)cc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"17.14";"0.37";"3.60";"8.81";"0";"CHEMBL3132510";"Inhibition of TBK1 in HEK293 cells after 4.5 hrs by ISRE-luciferase reporter gene assay in presence of poly I:C";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";""
"CHEMBL3687169";"";"None";"445.52";"0";"4.15";"BDBM144203";"N#Cc1cc(-c2ccnc(Nc3cnn(CC4CCOC4)c3)c2)ccc1OC1CCOCC1";"IC50";"'='";"85.0";"nM";"7.07";"";"280355";"UO_0000065";"15.87";"0.29";"2.92";"7.50";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3682420";"";"None";"445.53";"0";"3.44";"BDBM144127";"N#Cc1cc(-c2ccnc(Nc3cnn(C4CCNCC4)c3)n2)ccc1OC1CCOCC1";"IC50";"'='";"6.0";"nM";"8.22";"";"280373";"UO_0000065";"18.45";"0.34";"4.78";"7.48";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3682426";"";"None";"403.44";"0";"3.20";"BDBM144133";"N#Cc1cc(-c2ccnc(Nc3cc(CO)ccn3)n2)ccc1OC1CCOCC1";"IC50";"'='";"180.0";"nM";"6.75";"";"280379";"UO_0000065";"16.72";"0.31";"3.54";"5.96";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3682429";"";"None";"460.54";"0";"3.99";"BDBM144136";"N#Cc1cc(-c2ccnc(Nc3cnn([C@H]4CC[C@@H](O)CC4)c3)n2)ccc1OC1CCOCC1";"IC50";"'='";"8.0";"nM";"8.10";"";"280382";"UO_0000065";"17.58";"0.33";"4.11";"6.86";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3687111";"";"None";"429.52";"0";"4.38";"BDBM144144";"CN(C)Cc1ccnc(Nc2cc(-c3ccc(OC4CCOCC4)c(C#N)c3)ccn2)c1";"IC50";"'='";"14.0";"nM";"7.85";"";"280390";"UO_0000065";"18.29";"0.34";"3.47";"9.43";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3687123";"";"None";"377.40";"0";"3.61";"BDBM144156";"Cc1coc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)n1";"IC50";"'='";"550.0";"nM";"6.26";"";"280402";"UO_0000065";"16.59";"0.31";"2.65";"5.90";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3687132";"";"None";"404.47";"0";"3.78";"BDBM144166";"COCCn1cc(Nc2nccc(-c3ccc(OCC4CCC4)c(C#N)c3)n2)cn1";"IC50";"'='";"7.0";"nM";"8.15";"";"280412";"UO_0000065";"20.16";"0.37";"4.37";"8.33";"0";"CHEMBL3706282";"Flashplate Assay: The kinase assay is performed as 384-well flashplate assay (for example for Topcount measurement).0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) and 10 uM ATP (spiked with 0.25 uCi of 33P-ATP/well) are incubated at 30 C. for 120 min in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM DTT, 0.02% of Brij35, 0.1% of BSA, pH 7.5) with or without test compound. The reaction is stopped with 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 ul of 0.9% sodium chloride solution. Non-specific reaction is measured in the presence of 100 nM staurosporine. The radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
